gev_nuFnu10000_100000,gev_nuFnu1000_3000,gev_nuFnu100_300,gev_nuFnu3000_10000,gev_nuFnu300_1000,gev_nuFnu30_100,s_FLUX_U,s_FLUX_B,s_FLUX_V,s_FLUX_R,s_FLUX_I,s_FLUX_G,s_FLUX_J,s_FLUX_H,s_FLUX_K,s_FLUX_u,s_FLUX_g,s_FLUX_r,s_FLUX_i,s_FLUX_z,s_MAIN_ID,s_class,gev_1FGL_Name,gev_CLASS1,marked
0.0005918823358214988,0.00636549340533516,0.003211658862284313,0.0038070304733181107,0.004705104538244133,0.0,0.0,0.0012461105938769898,0.005695822352943295,0.0,0.0,0.008956872578858407,0.21805026495781807,0.34320702491110644,0.40416273499039373,0.0,0.0,0.0,0.0,0.0,b'LS III +45   57',B,b'1FGL J2111.3+4607 ',b'PSR  ',0
0.014294544278597545,0.18195122916182319,0.08344810493985717,0.1453387539896883,0.21614013333575516,0.0,0.0,0.0369797675432499,0.029374047671953025,0.0,0.0,0.02026114990998331,0.07761822853445466,0.09203734567619189,0.10255669495844594,0.0,0.0,0.0,0.0,0.0,b'TYC  158-2839-1',B,b'                  ',b'spp  ',0
0.0842890387484629,0.13791748511475152,0.5477621472178972,0.09817858214290277,0.13154563827376903,0.0,0.00026154408277903303,2.8677735890791304e-05,1.688668354673839e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'EC 20443-3134',B,b'                  ',b'     ',0
0.21553756216110645,0.06848725706053466,0.45487978780562577,0.13705767195239255,0.11757201764062541,0.0,0.005762192198629705,0.00045770779878036045,0.000245803382305005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'EC 19516-5652',B,b'                  ',b'bcu  ',0
0.04400348899914446,0.24003341381600116,0.21846191043860155,0.14330255258940847,0.33482283890739134,0.0,0.0,9.448069736418341e-08,1.3345741504447382e-06,0.0,6.828782746823908e-05,6.045649732719483e-06,0.0,0.006642678175113545,0.012657354542290807,0.0,0.0,0.0,0.0,0.0,b'DETWC Tr 16 J104445.3-593920',B,b'1FGL J1045.2-5942 ',b'BIN  ',0
0.0248581443639753,0.1591291945256906,0.49556541341570454,0.06279483283353325,0.25765240224989155,0.0,0.0,0.0,0.0,0.0,0.0,2.690939552584066e-09,0.0,0.0,0.0,4.2707447195862313e-10,3.719667726878118e-09,2.231022882127175e-09,1.5903937686779033e-09,1.9521062863169105e-09,b'SDSS J020438.26+150820.5',B,b'1FGL J0204.5+1516 ',b'bcu  ',0
0.01570791653719784,0.0319265544500154,8.306280865902958e-05,0.013943616138940393,0.052866682528282576,0.0,0.0,0.008965521088307192,0.04291171201592816,0.0,0.0,0.025696603452311,0.20824554144456822,0.272631662399401,0.32702112713638926,0.0,0.0,0.0,0.0,0.0,b'LS  II +38   34',B,b'                  ',b'bcu  ',0
0.4763764930668185,0.05805592747273894,0.2699243255426308,0.07143441183677665,0.12420668059821655,0.0,5.091240187781275e-08,4.8064448948772923e-08,1.7857623503176606e-08,1.3116648612091992e-07,1.9134818582585204e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'LGGS J004032.13+404522.5',B,b'                  ',b'bcu  ',0
0.013786329016758159,0.013776091187003856,0.0008322230574364458,0.014940674808247076,0.004971154718103994,0.0,0.0,0.004545235609008402,0.02030280385673272,0.0,0.0,0.021318478164366605,0.2251936267315071,0.3217776148847186,0.3585557679661171,0.0,0.0,0.0,0.0,0.0,b'LS  IV -05   11',B,b'                  ',b'PWN  ',0
0.23026939461866178,0.07839325905239214,0.44202612474260083,0.077335027691887,0.1719761001582639,0.0,0.0,0.0,0.0,0.0,0.0,1.787616855165709e-08,0.0,0.0,0.0,1.9515232505005825e-08,2.1896412544425532e-08,1.480378914281479e-08,1.0724412272355412e-08,8.920179161551211e-09,b'SDSS J134029.74+441346.8',B,b'1FGL J1340.6+4406 ',b'bll  ',0
0.0016937490729132154,0.04292735693534832,0.0026057630734837426,0.017893247721100514,0.04134310428515217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.505418009376697e-07,0.0006618981642313377,0.8928743302059698,0.0,0.0,0.0,0.0,0.0,b'GCIRS  1W',B,b'                  ',b'     ',0
0.008627237081111277,0.019710144315960118,0.07057761683680758,0.01932870153574369,0.030080863683246594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.247494448096023e-07,0.0006308888691273288,0.8510440229285586,0.0,0.0,0.0,0.0,0.0,b'GCIRS  1W',B,b'1FGL J1745.6-2900c',b'spp  ',0
0.05950268468710981,0.13888031110392568,0.4101981778685677,0.2333360008612684,0.15808261569088483,0.0,0.0,0.0,0.0,0.0,0.0,4.689483698806658e-08,0.0,0.0,0.0,6.356589733725585e-09,6.748778254640287e-08,4.132605101666053e-08,2.6867275759052012e-08,2.0855707623986174e-08,b'SDSS J065306.66+281832.1',B,b'                  ',b'bcu  ',0
0.027889925187741527,0.20328575929050147,0.33231964065072866,0.12250398074449553,0.31400005643602785,0.0,0.0,0.0,0.0,0.0,0.0,1.4555212529353324e-07,0.0,0.0,0.0,3.9420276126982124e-08,2.1613245298092492e-07,1.1395151526328548e-07,7.323501279734414e-08,4.93991225448587e-08,b'SDSS J232339.56-031507.7',B,b'1FGL J2323.5-0315 ',b'fsrq ',0
0.00868941835975687,0.058328048790352686,0.19742302663984598,0.007942114027135008,0.1223963407727193,0.0,0.026071311173174162,0.03598837712340335,0.05573946511992563,0.0,0.0,0.05608705655534923,0.13968924328337104,0.137772470433614,0.15387312772135286,0.0,0.0,0.0,0.0,0.0,b'TYC 8958-3477-1',B,b'                  ',b'PSR  ',0
0.4763774617364179,0.05805604552434901,0.26992487440994917,0.07143455709235517,0.12420693316155099,0.0,9.502204606355845e-08,8.888429846531998e-09,6.498683246507873e-09,6.528663289908199e-09,7.617697210338793e-09,3.5198582005990344e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'MAC 1-531',B,b'                  ',b'bcu  ',0
4.768136886304712e-05,0.0006241505471113085,0.001765308259589529,0.00020565179454166431,0.0008608857124549969,0.0,0.28753375519604707,0.06437084612210284,0.07739076532334202,0.022839597957305408,0.0,0.08540613942605557,0.08683371434155572,0.11186365078390284,0.13698983189581787,0.0,0.02683422786529781,0.068974561904838,0.027459231501174425,0.0,b'HD  92406',B,b'                  ',b'     ',0
0.0011330846238014809,0.0003762037901732522,0.00010529168218905619,0.0005889589573503755,0.002792398424694335,0.0,0.0,0.00023849813523544398,0.0008462218303006213,0.0,0.0,0.004417578029556438,0.20440174478312403,0.3368872744319502,0.44821274531162475,0.0,0.0,0.0,0.0,0.0,b'LS III +60   19',B,b'                  ',b'spp  ',0
0.0006230941454748193,0.0026171060802222634,0.0066372801522089405,0.0016422905246800956,0.003615766719702406,0.0,0.1349789477476188,0.03164214553913179,0.05373613417209277,0.0,0.0,0.06662947958584818,0.20571485271244028,0.23673666181298456,0.2554262408075951,0.0,0.0,0.0,0.0,0.0,b'HD 295998',B,b'                  ',b'     ',0
0.15036708084427744,0.14206048635029114,0.1792735214516365,0.11895302753941966,0.08464024525463817,0.0,0.0,0.10827045233645366,0.06088494964583987,0.04410721208271949,0.02914138954749674,0.05167846202885798,0.013381659003391626,0.009215316515231326,0.008026197399746426,0.0,0.0,0.0,0.0,0.0,b'TYC 9044-1653-1',B,b'                  ',b'bll  ',0
0.017694280802159526,0.016822297402739418,0.028014501915016653,0.022660403991692897,0.008850680305043374,0.0,0.0,0.002856703274473518,0.011113869301051437,0.009033688946597465,0.0,0.01979996690073334,0.2232876904404767,0.31035906204490743,0.32950685467510815,0.0,0.0,0.0,0.0,0.0,b'LS  IV -07    3',B,b'1FGL J1745.6-0751 ',b'bll  ',0
0.20460926034020724,0.16669157093213446,0.2094793007509606,0.25898291596191875,0.16017614238251338,0.0,0.0,2.690610829174176e-05,1.3178029220269262e-05,4.264338278017549e-06,0.0,1.2710161813228253e-05,1.5130416592493102e-06,2.2379530029921547e-06,0.0,0.0,0.0,0.0,0.0,0.0,b'PG 0042+211',O,b'1FGL J0045.3+2127 ',b'bll  ',0
0.0448729378552696,0.24477614630883124,0.22277841948045154,0.14613401534980675,0.3414384810056409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'LLNS  2720',O,b'1FGL J1045.2-5942 ',b'BIN  ',0
5.340417653428537e-05,8.614094482238796e-05,3.7751323220719315e-09,6.833309309421785e-05,1.0978217167522701e-05,0.0,0.16166163604809594,0.7737609320266732,0.06435857171848024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'CPD-58  2614',O,b'                  ',b'     ',0
0.011500572991924328,0.13030009246502242,0.0012573596344361048,0.07143485914936319,0.08276625363075714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0422994842782314e-05,0.012502361213753577,0.6902280779199005,0.0,0.0,0.0,0.0,0.0,b'[MCD2010] 18',O,b'1FGL J1746.4-2849c',b'pwn  ',0
0.026687710076707366,0.3367608233212783,1.227623448921322e-05,0.2541221601293364,0.38241703023818874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'[MCF2015] 22',O,b'                  ',b'     ',0
0.013537016616741315,0.34308998507500327,0.020826141598630846,0.14300889996142735,0.3304281009778891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4238505901619858e-05,0.14909561726440648,0.0,0.0,0.0,0.0,0.0,b'GCIRS  8',O,b'                  ',b'     ',0
0.05193779285322761,0.11865923968067132,0.4248921884122383,0.11636287342598527,0.181093164838052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022266134359607e-05,0.10704451812848188,0.0,0.0,0.0,0.0,0.0,b'GCIRS  8',O,b'1FGL J1745.6-2900c',b'spp  ',0
0.005245201841527037,0.05942749856277559,0.0005734588245852693,0.032580137965523184,0.0377481805702362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1290300268427505e-05,0.02291051544256438,0.8414637164925199,0.0,0.0,0.0,0.0,0.0,b'[MCD2010] 13',O,b'1FGL J1746.4-2849c',b'pwn  ',0
0.08462821188166188,0.34269903655193695,0.17588854511043592,0.1430693418426732,0.253714864613292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'[BKH2005] 16164nr3636',O,b'                  ',b'     ',0
9.25850235940107e-05,8.534275526782499e-05,0.0001276928682969948,0.00015913657727483703,0.00010442415949708918,0.0,0.0,3.735904625059794e-08,5.921007207533456e-07,0.0,0.0,4.273610925120117e-05,0.06892798368440703,0.28866578781880886,0.6417936815438352,0.0,0.0,0.0,0.0,0.0,b'TYC 3156-998-1',O,b'                  ',b'SFR  ',0
6.540148997917244e-06,0.20239886165259996,0.3547799139289417,0.15751269076394356,0.25726245169473294,0.0,0.017885852235238725,0.0023308287336353366,0.001988429140614957,0.0,0.001332018733413482,0.0018548556384451876,0.0007989327251447025,0.0011233367683810443,0.0007252878359104023,0.0,0.0,0.0,0.0,0.0,b'BI  23',B0Ve,b'                  ',b'pwn  ',0
1.5405407841086795e-05,0.0001287621883968733,8.061673130727632e-05,2.8578164095166356e-05,0.00012540541236680908,0.0,0.0007863859837098754,0.0007171926040567596,0.003594476193417376,0.0,0.0,0.009196775897733264,0.234226344891075,0.3440610878653117,0.40703896866068867,0.0,0.0,0.0,0.0,0.0,b'BD+40  4185',B0Ve,b'                  ',b'     ',0
0.046447291818173184,0.2323066357916563,0.2711220555388072,0.14532039911521052,0.3044840129977941,0.0,0.0,0.0001028491915006618,6.953457519105826e-05,0.0,0.0,7.019410672004449e-05,3.049305970574136e-05,1.7346032864391567e-05,2.9187772376716614e-05,0.0,0.0,0.0,0.0,0.0,b'AzV 236',B0Ve,b'1FGL J0101.3-7257 ',b'GAL  ',0
0.0002917391487853685,0.012201484869958711,0.036772677739362956,0.004328836421034929,0.041833689339363184,0.0,0.0,0.002264669491163561,0.01135025431291245,0.0,0.0,0.013076911604050606,0.21827552198188246,0.3104594711759747,0.34914474391551104,0.0,0.0,0.0,0.0,0.0,b'TYC 8156-841-1',B0Ve,b'                  ',b'     ',0
2.6875919442740737e-05,9.79742603489823e-05,0.0006212096415656504,8.562025565307561e-05,0.00026995966547610056,0.0,0.00010597559435522346,8.039073056201661e-05,0.000785607727219307,0.0011097018721294932,0.0,0.0019059251442082193,0.16263189829062755,0.3259911252416194,0.5002719169115879,0.0,0.0001928439816724933,0.0016040066560847935,0.004218968107446949,0.0,b'HD 326775',B0Ve,b'                  ',b'     ',0
0.005009929487469972,0.03046484919692256,0.03368055965826536,0.020552055939399332,0.02884904277073781,0.0,0.16802468671417314,0.03675980906237302,0.06242718368997136,0.0,0.0,0.06597402139864753,0.16495811079646175,0.1812896817991745,0.20201006948640357,0.0,0.0,0.0,0.0,0.0,b'HD 306179',B0Ve,b'                  ',b'spp  ',0
0.00018236487131956873,0.001078856139953908,0.00594118895602981,0.000651245503728999,0.003990974294467026,0.0,0.08114765627402278,0.01991935953986195,0.04357882568623304,0.0,0.0,0.046781634218328004,0.20477430212290296,0.25367394712307095,0.338279645270081,0.0,0.0,0.0,0.0,0.0,b'HD 298377',B0Ve,b'                  ',b'     ',0
0.005784273918990339,0.031552475651399035,0.028716894036910905,0.018837170331738304,0.044012578516489494,0.0,0.0005383998280679273,0.0001545628423444248,0.00048764602816652234,0.0,0.007657813591992166,0.0024210549948344914,0.14491228939615464,0.3055657139897701,0.4093591268731417,0.0,0.0,0.0,0.0,0.0,b'Cl Trumpler   16   245',B0Ve,b'1FGL J1045.2-5942 ',b'BIN  ',0
1.4992981987284288e-05,3.9194576630024855e-05,0.0002651652008610962,1.8209192557358667e-05,0.00012985334058596162,0.0,0.21125459757463314,0.04516542415040173,0.06528387739232672,0.0,0.0,0.08211183898362756,0.20361340909389786,0.19266649977501538,0.19943693773747595,0.0,0.0,0.0,0.0,0.0,b'HD 192039',B0Ve,b'                  ',b'     ',0
0.004514911405662195,0.007282552779808001,3.191583333910992e-07,0.005777036206095095,0.0009281236247817376,0.0,0.05256310569983213,0.010343813691441066,0.019800731343204675,0.0,0.07222383617296915,0.026325729801328194,0.18564377868906765,0.27522056389930766,0.3393754975281691,0.0,0.0,0.0,0.0,0.0,b'Cl Trumpler   14     4',B0Ve,b'                  ',b'     ',0
0.001539838928214155,0.02489278195826312,0.007677572800508166,0.017450013940365737,0.017154920415824365,0.0,4.1047663659295496e-05,4.500786425169627e-05,0.0006071395429899135,0.0,0.0,0.0023560696875425005,0.1630378427169411,0.30569489322384263,0.4595028712575973,0.0,0.0,0.0,0.0,0.0,b'[MT91] 213',B0Ve,b'1FGL J2032.2+4127 ',b'PSR  ',1
0.002218830406135564,0.026135583819604957,0.011773185058029562,0.006024427435180291,0.011120776249997846,0.0,0.17810905780179842,0.02574458252240728,0.0339379604484934,0.03987359873165264,0.0,0.05313564788188014,0.1533505973974786,0.16970166282587823,0.18693297368331308,0.0,0.0331654206747525,0.03636515744158875,0.03241053762180868,0.0,b'CPD-59  2674',B0Ve,b'                  ',b'     ',0
0.010691105673534,0.058318616333715684,0.053077595055851585,0.03481684675163636,0.08134869379882965,0.0,0.01794230557051727,0.004148380357205933,0.01034853521807848,0.0,0.051746179049306645,0.015980067310002996,0.1520122890787698,0.24540244308264914,0.26416694271990243,0.0,0.0,0.0,0.0,0.0,b'CPD-59  2596',B0Ve,b'1FGL J1045.2-5942 ',b'BIN  ',0
0.01117411534979998,0.053108054790729005,0.1727358113913133,0.03387290967824353,0.12135367668415487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005339434535260938,0.1041106667986688,0.49830533077182965,0.0,0.0,0.0,0.0,0.0,b'[LCL2005b] G305.3+0.2 A2',B0Ve,b'                  ',b'     ',0
0.01779841451155015,0.10823026858857429,0.11965449080233062,0.07301380420400337,0.10248990984388746,0.0,0.09034894860683619,0.022694609876472795,0.03766370057816374,0.044250958624400094,0.06108337526692793,0.03954787644262022,0.09202874018889695,0.09658804712213702,0.0946068553431992,0.0,0.0,0.0,0.0,0.0,b'CPD-59  3179',B0Ve,b'                  ',b'spp  ',0
0.0006934586756332345,0.0037827285299082657,0.003442779437148821,0.002258329977776199,0.00527653165059238,0.0,0.03979940771732104,0.008548233719840065,0.014121368943538982,0.013799920069641267,0.0606563425869905,0.0,0.1815001573214826,0.26845845230903265,0.3325649995435798,0.0,0.013485788430987813,0.023435653423353346,0.02817584766317294,0.0,b'CPD-58  2649',B0Ve,b'1FGL J1045.2-5942 ',b'BIN  ',0
7.105167793054041e-05,0.0002215858554599886,3.906357547281311e-07,0.00016834241419309492,0.0005992791985095193,0.0,0.057578607354763806,0.011488447585867693,0.024561861090954866,0.015497493455678357,0.06764906601300485,0.040565940290589776,0.20618689438272722,0.22660079201799715,0.25660276058890796,0.0,0.019066088923194727,0.03237883036249266,0.04076256815197322,0.0,b'CD-59  3472',B0Ve,b'                  ',b'     ',0
0.046291822358164314,0.23152905359452006,0.2702145494621102,0.1448339792811509,0.3034648369978798,0.0,0.002696154897640864,0.0002458922707214507,0.00016624354881069277,0.00011239441337495643,9.566301765853676e-05,0.0001796158487111104,7.775796345105187e-05,6.035931009558452e-05,3.1677035710519206e-05,0.0,0.0,0.0,0.0,0.0,b'AzV 216',B0Ve,b'1FGL J0101.3-7257 ',b'GAL  ',0
0.4763751407919128,0.058055762671211174,0.2699235593169728,0.07143420905816784,0.1242063280166351,0.0,3.5466862011416477e-06,4.929721833668938e-07,3.563047947391476e-07,3.637662850040155e-07,6.163430971406228e-08,1.7878132634641335e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'MAC 1-159',B0Ve,b'                  ',b'bcu  ',0
0.04638701236583392,0.23200514745440048,0.27077019241858585,0.14513180180997517,0.3040888526164005,0.0,0.0011793327338361372,0.00012931125150665815,7.973266436000733e-05,0.0,4.804375719336089e-05,9.068529091175206e-05,3.816247932026587e-05,2.764625049002372e-05,2.4078907185745702e-05,0.0,0.0,0.0,0.0,0.0,b'AzV 233',B0Ve,b'1FGL J0101.3-7257 ',b'GAL  ',0
3.4498772593080136e-07,0.0505878633157455,0.02676505933150604,0.018899676584004654,0.052557355188894754,0.0,0.10455881573068604,0.04564151432271738,0.057459312683950145,0.0,0.0,0.060962117296683035,0.16381752132179364,0.2129907147218423,0.2057597045144506,0.0,0.0,0.0,0.0,0.0,b'LS   I +62   58',B0Ve,b'                  ',b'     ',0
